Country,Continent,Rank,Title,Artists,Album,Explicit,Duration
Greece,Europe,30,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Greece,Europe,31,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Greece,Europe,32,Slang,"Light, Billy Sio, Atc Nico",Slang,1,5:48
Greece,Europe,33,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Greece,Europe,34,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Greece,Europe,35,Presidente,Mad Clip,Presidente,1,3:29
Greece,Europe,36,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Greece,Europe,37,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Greece,Europe,38,Magic,Light,Magic,1,2:58
Greece,Europe,39,Caliente,"Mente Fuerte, Hawk, Baghdad",Caliente,1,3:42
Greece,Europe,40,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Greece,Europe,41,GANGSTA,"Snik, A.M. SNiPER",GANGSTA,1,3:52
Greece,Europe,42,Stars,"TOQUEL, Light",777,1,2:47
Greece,Europe,43,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Greece,Europe,44,Falling,Trevor Daniel,Nicotine,0,2:39
Greece,Europe,45,In Your Eyes,The Weeknd,After Hours,1,3:57
Greece,Europe,46,Cyan,Saske,Saskepticism Vol. 1,1,2:35
Greece,Europe,47,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Greece,Europe,48,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Greece,Europe,49,Monos Mou,Snik,Monos Mou,1,4:00
Greece,Europe,50,Party Girl,StaySolidRocky,Party Girl,0,2:27
Guatemala,North America,1,Rojo,J Balvin,Colores,0,2:30
Guatemala,North America,2,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
Guatemala,North America,3,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
Guatemala,North America,4,Favorito,Camilo,Por Primera Vez,0,3:29
Guatemala,North America,5,Tattoo,Rauw Alejandro,Tattoo,0,3:22
Guatemala,North America,6,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
Guatemala,North America,7,Blinding Lights,The Weeknd,After Hours,0,3:20
Guatemala,North America,8,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
Guatemala,North America,9,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
Guatemala,North America,10,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
Guatemala,North America,11,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
Guatemala,North America,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
Guatemala,North America,13,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Guatemala,North America,14,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
Guatemala,North America,15,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
Guatemala,North America,16,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47
Guatemala,North America,17,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
Guatemala,North America,18,Vete,Bad Bunny,YHLQMDLG,1,3:12
Guatemala,North America,19,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
Guatemala,North America,20,Diosa,Myke Towers,Easy Money Baby,1,3:34
Guatemala,North America,21,Morado,J Balvin,Colores,0,3:20
Guatemala,North America,22,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
Guatemala,North America,23,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
Guatemala,North America,24,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
Guatemala,North America,25,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
Guatemala,North America,26,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
Guatemala,North America,27,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,0,3:23
Guatemala,North America,28,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
Guatemala,North America,29,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Guatemala,North America,30,Amarillo,J Balvin,Colores,0,2:37
Guatemala,North America,31,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Guatemala,North America,32,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Guatemala,North America,33,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10
Guatemala,North America,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Guatemala,North America,35,Relación,Sech,1 of 1,0,3:04
Guatemala,North America,36,Azul,J Balvin,Colores,0,3:25
Guatemala,North America,37,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
Guatemala,North America,38,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
Guatemala,North America,39,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11
Guatemala,North America,40,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
Guatemala,North America,41,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02
Guatemala,North America,42,Se Me Olvidó,Christian Nodal,Se Me Olvidó,0,2:39
Guatemala,North America,43,Tutu,"Camilo, Pedro Capó",Por Primera Vez,0,2:59
Guatemala,North America,44,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
Guatemala,North America,45,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
Guatemala,North America,46,Si Te Vas,"Sech, Ozuna",1 of 1,0,3:24
Guatemala,North America,47,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
Guatemala,North America,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,0,5:01
Guatemala,North America,49,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
Guatemala,North America,50,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37
Honduras,North America,1,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
Honduras,North America,2,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
Honduras,North America,3,Rojo,J Balvin,Colores,0,2:30
Honduras,North America,4,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
Honduras,North America,5,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
Honduras,North America,6,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
Honduras,North America,7,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
Honduras,North America,8,Favorito,Camilo,Por Primera Vez,0,3:29
Honduras,North America,9,Blinding Lights,The Weeknd,After Hours,0,3:20
Honduras,North America,10,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
Honduras,North America,11,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
Honduras,North America,12,Tattoo,Rauw Alejandro,Tattoo,0,3:22
Honduras,North America,13,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
Honduras,North America,14,Vete,Bad Bunny,YHLQMDLG,1,3:12
Honduras,North America,15,Diosa,Myke Towers,Easy Money Baby,1,3:34
Honduras,North America,16,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
Honduras,North America,17,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
Honduras,North America,18,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Honduras,North America,19,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
Honduras,North America,20,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
Honduras,North America,21,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
Honduras,North America,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Honduras,North America,23,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
Honduras,North America,24,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
Honduras,North America,25,Morado,J Balvin,Colores,0,3:20
Honduras,North America,26,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
Honduras,North America,27,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
Honduras,North America,28,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
Honduras,North America,29,Relación,Sech,1 of 1,0,3:04
Honduras,North America,30,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Honduras,North America,31,Amarillo,J Balvin,Colores,0,2:37
Honduras,North America,32,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47
Honduras,North America,33,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
Honduras,North America,34,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10
Honduras,North America,35,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Honduras,North America,36,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
Honduras,North America,37,BENDICIONES,Bad Bunny,LAS QUE NO IBAN A SALIR,0,2:35
Honduras,North America,38,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
Honduras,North America,39,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
Honduras,North America,40,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
Honduras,North America,41,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Honduras,North America,42,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
Honduras,North America,43,Azul,J Balvin,Colores,0,3:25
Honduras,North America,44,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Honduras,North America,45,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,0,3:23
Honduras,North America,46,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
Honduras,North America,47,Si Te Vas,"Sech, Ozuna",1 of 1,0,3:24
Honduras,North America,48,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
Honduras,North America,49,Infeliz,"Arcangel, Bad Bunny",Historias de un Capricornio,0,3:41
Honduras,North America,50,Pero Ya No,Bad Bunny,YHLQMDLG,0,2:40
Hong Kong,Asia,1,Flossin',Big Loso,Flossin',1,1:59
Hong Kong,Asia,2,"Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)","DNA, Alex Rose, Nengo Flow, Randy Nota Loka, Dalex","Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)",1,5:17
Hong Kong,Asia,3,X Celos,Damián V,X Celos,0,2:27
Hong Kong,Asia,4,Guaya Pared (feat. J-King y Maximan),"DNA, J-King, Maximan",Guaya Pared (feat. J-King & Maximan),1,3:27
Hong Kong,Asia,5,Loveless,"YNW Jordan, Kolé, Young Fay",Loveless,1,2:55
Hong Kong,Asia,6,Static Interruptions,Floating in Space - Project,Static Interruptions,0,5:49
Hong Kong,Asia,7,Soak up the Drip,PBE PLUTO,Soak up the Drip,1,3:12
Hong Kong,Asia,8,Lento y Sensual,Jt el Utility,Lento y Sensual,0,2:51
Hong Kong,Asia,9,Booty,Windy Guai,Booty,0,3:09
Hong Kong,Asia,10,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile",Shunji Itani,Beethoveniana Nr.1,0,4:28
Hong Kong,Asia,11,Tanha Nazar,Sirvan Khosravi,Tanha Nazar,0,3:55
Hong Kong,Asia,12,Emotional,"MariKuroso, Olivier Decrouille",JOY,0,4:42
Hong Kong,Asia,13,Yesteday,Thee JAE,Yesteday,1,4:15
Hong Kong,Asia,14,"GoGo Shred (feat. Ernie C, Johnny Hiland, Jordan Ziff, Johnny Blade & Oskar Cartaya)","Mike Mostert & The GoGo Tuner Family, Ernie C, Johnny Blade, Johnny Hiland, Jordan Ziff, Oskar Cartaya",Mike Mostert & The GoGo Tuner Family,0,4:37
Hong Kong,Asia,15,Escape LA,Friday Santana,Escape LA,1,3:30
Hong Kong,Asia,16,Rainfall,Prince Bishop F,Rainfall,0,3:46
Hong Kong,Asia,17,This Side,Phantom Caine,Crying in Autotune,1,2:53
Hong Kong,Asia,18,Your Occlusion Unbound,From Under Concrete Kings,From Under Concrete Kings,1,4:32
Hong Kong,Asia,19,Luna,"Dennis Fernando, Leonardo La Croix",Luna,0,3:19
Hong Kong,Asia,20,Destroyer,From Under Concrete Kings,Modus Exodus,0,4:11
Hong Kong,Asia,21,Sweet Night,V,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,0,3:34
Hong Kong,Asia,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Hong Kong,Asia,23,Advienne que pourra,Keyzs-Sean Sparsfa,16.20 (Phoenix),1,3:16
Hong Kong,Asia,24,Ex,Buunkin,W-UU,1,2:16
Hong Kong,Asia,25,Quimica,Bogart Bonales,Quimica,0,2:51
Hong Kong,Asia,26,Snakecrusher,From Under Concrete Kings,Modus Exodus,1,4:39
Hong Kong,Asia,27,Anywhere,Torito,Anywhere,1,3:16
Hong Kong,Asia,28,The Feeling,ED LIIT,The Feeling,0,2:39
Hong Kong,Asia,29,Runaway / Higher,Phantom Caine,Crying in Autotune,0,4:02
Hong Kong,Asia,30,Party Friends,Kiian,Party Friends,0,2:47
Hong Kong,Asia,31,Heart Attack,FAO>dino,Heart Attack,1,4:03
Hong Kong,Asia,32,P.Y.T,"TG, Young Invent",Old Habits Never Die 2,1,2:46
Hong Kong,Asia,33,Rockstar,K Beezy,Rockstar,1,2:08
Hong Kong,Asia,34,Call on Me,"James Worthy, Sonna",Blu Leisure,1,3:33
Hong Kong,Asia,35,The Kites,Luca Natale,The Kites,0,3:19
Hong Kong,Asia,36,Dying Inside,Zoee8,Dying Inside,1,2:19
Hong Kong,Asia,37,Super Mario Bros (Main Theme),Luca Natale,Super Mario Bros (Main Theme),0,1:51
Hong Kong,Asia,38,Presiento,Los Necesarios,Presiento,0,3:47
Hong Kong,Asia,39,Your Time,DeAnna Stealth,Your Time,0,3:09
Hong Kong,Asia,40,銀河修理員,Dear Jane,銀河修理員,0,3:52
Hong Kong,Asia,41,Press Play,"JSnake, Nelis Joustra, Ray Bryan",Press Play,1,3:05
Hong Kong,Asia,42,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Hong Kong,Asia,43,Se acabó,Molina Molina,Se acabó,0,3:02
Hong Kong,Asia,44,Tik Tik Tok,Marli Space,Tik Tik Tok,0,2:48
Hong Kong,Asia,45,All Night,Mukaybin Mukayze,All Night,0,2:55
Hong Kong,Asia,46,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
Hong Kong,Asia,47,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47
Hong Kong,Asia,48,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Hong Kong,Asia,49,呼吸有害,Karen Mok,呼吸有害,0,3:12
Hong Kong,Asia,50,Piano,Nova,Piano,1,2:53
Hungary,Europe,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Hungary,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20
Hungary,Europe,3,GOOBA,6ix9ine,GOOBA,1,2:12
Hungary,Europe,4,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Hungary,Europe,5,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Hungary,Europe,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Hungary,Europe,7,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Hungary,Europe,8,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Hungary,Europe,9,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Hungary,Europe,10,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Hungary,Europe,11,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Hungary,Europe,12,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Hungary,Europe,13,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Hungary,Europe,14,Falling,Trevor Daniel,Nicotine,0,2:39
Hungary,Europe,15,Olyan Ő,Bagossy Brothers Company,Veled Utazom,0,3:46
Hungary,Europe,16,Ride It,Regard,Ride It,0,2:37
Hungary,Europe,17,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Hungary,Europe,18,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Hungary,Europe,19,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Hungary,Europe,20,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Hungary,Europe,21,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Hungary,Europe,22,Tavasz,Follow The Flow,Tavasz,0,3:16
Hungary,Europe,23,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Hungary,Europe,24,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Hungary,Europe,25,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Hungary,Europe,26,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Hungary,Europe,27,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Hungary,Europe,28,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Hungary,Europe,29,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
Hungary,Europe,30,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Hungary,Europe,31,Physical,Dua Lipa,Future Nostalgia,0,3:13
Hungary,Europe,32,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
Hungary,Europe,33,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Hungary,Europe,34,Mostantól,"Rácz Gergõ, Orsovai Reni",Mostantól,0,3:31
Hungary,Europe,35,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Hungary,Europe,36,Memories,Maroon 5,Memories,0,3:09
Hungary,Europe,37,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Hungary,Europe,38,Kings & Queens,Ava Max,Kings & Queens,0,2:42
Hungary,Europe,39,Party Girl,StaySolidRocky,Party Girl,0,2:27
Hungary,Europe,40,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Hungary,Europe,41,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Hungary,Europe,42,Lej,"Dzsúdló, Lil Frakk",Fotofóbia,0,2:48
Hungary,Europe,43,Salt,Ava Max,Salt,0,3:00
Hungary,Europe,44,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Hungary,Europe,45,In Your Eyes,The Weeknd,After Hours,1,3:57
Hungary,Europe,46,Sunday Best,Surfaces,Where the Light Is,0,2:38
Hungary,Europe,47,Feküdj ide,ByeAlex és a Slepp,Feküdj ide,0,2:31
Hungary,Europe,48,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Hungary,Europe,49,Say So,Doja Cat,Hot Pink,1,3:57
Hungary,Europe,50,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Iceland,Europe,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Iceland,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20
Iceland,Europe,3,Deyja Fyrir Stelpurnar Mínar,"ClubDub, Ra:tio",Ég Myndi Deyja Fyrir Stelpurnar Mínar,0,3:12
Iceland,Europe,4,Esjan,BRÍET,Esjan,0,4:14
Iceland,Europe,5,Það bera sig allir vel,Helgi Björnsson,Það bera sig allir vel,0,4:07
Iceland,Europe,6,Think About Things,Daði Freyr,Think About Things,0,2:53
Iceland,Europe,7,In Your Eyes,The Weeknd,After Hours,1,3:57
Iceland,Europe,8,Í kvöld er gigg,Ingó Veðurguð,Í kvöld er gigg,0,3:15
Iceland,Europe,9,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Iceland,Europe,10,GOOBA,6ix9ine,GOOBA,1,2:12
Iceland,Europe,11,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Iceland,Europe,12,Heyrðu Mig,BRÍET,Heyrðu Mig,0,3:00
Iceland,Europe,13,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Iceland,Europe,14,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Iceland,Europe,15,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Iceland,Europe,16,Haltu Kjafti,"Birgir Hákon, M Can, Tommy",Haltu Kjafti,0,2:08
Iceland,Europe,17,Píla (feat. Lil Binni),"Joey Christ, Lil Binni",Píla (feat. Lil Binni),0,2:35
Iceland,Europe,18,Óska mér,"JóiPé, Króli",Í miðjum kjarnorkuvetri,0,2:53
Iceland,Europe,19,Enginn eins og þú,Auður,Enginn eins og þú,0,3:01
Iceland,Europe,20,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Iceland,Europe,21,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Iceland,Europe,22,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Iceland,Europe,23,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Iceland,Europe,24,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Iceland,Europe,25,Sumargleðin (feat. Gummi Tóta & Ingó Veðurguð),"Doctor Victor, Ingó Veðurguð, Gummi Tóta",Sumargleðin (feat. Gummi Tóta & Ingó Veðurguð),0,3:04
Iceland,Europe,26,Einn Tveir,"Huginn, Friðrik Dór",Einn Tveir,0,3:20
Iceland,Europe,27,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Iceland,Europe,28,Malbik,"Emmsjé Gauti, Króli",Malbik,0,3:15
Iceland,Europe,29,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Iceland,Europe,30,Ég Er Svo Flottur,Séra Bjössi,Ég Er Svo Flottur,1,3:02
Iceland,Europe,31,After Party,Don Toliver,Heaven Or Hell,1,2:47
Iceland,Europe,32,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Iceland,Europe,33,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Iceland,Europe,34,On,"JóiPé, Króli",Í miðjum kjarnorkuvetri,0,3:06
Iceland,Europe,35,Say So,Doja Cat,Hot Pink,1,3:57
Iceland,Europe,36,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Iceland,Europe,37,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Iceland,Europe,38,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Iceland,Europe,39,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Iceland,Europe,40,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Iceland,Europe,41,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Iceland,Europe,42,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Iceland,Europe,43,Síðan hittumst við aftur,Helgi Björnsson,...syngur íslenskar dægurperlur ásamt gestum,0,3:55
Iceland,Europe,44,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Iceland,Europe,45,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,0,3:35
Iceland,Europe,46,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Iceland,Europe,47,Rómeó og Júlía,Bubbi Morthens,Kona,0,4:57
Iceland,Europe,48,Sunday Best,Surfaces,Where the Light Is,0,2:38
Iceland,Europe,49,Ofboðslega frægur,Stuðmenn,Hve glöð er vor æska,0,4:11
Iceland,Europe,50,Afgan,Bubbi Morthens,Fingraför,0,5:24
India,Asia,1,Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),0,4:07
India,Asia,2,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
India,Asia,3,Genda Phool (feat. Payal Dev),"Badshah, Payal Dev",Genda Phool (feat. Payal Dev),0,2:50
India,Asia,4,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
India,Asia,5,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",0,4:47
India,Asia,6,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
India,Asia,7,"Ghungroo (From ""War"")","Arijit Singh, Shilpa Rao","Ghungroo (From ""War"")",0,5:02
